Date : 2021-08-05 17:54:31
Directory : /Users/ganneyd/SofwareDev/flutter/grow-2021/lib
Total : 176 files,  8302 codes, 1380 comments, 1343 blanks, all 11025 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/routes/cubit/route_state.freezed.dart                  | Dart     |        103 |         14 |         27 |        144 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/routes/view/routes_page.dart                           | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/run/cubit/run_page_cubit.dart                          | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/run/cubit/run_state.dart                               | Dart     |         13 |          6 |          6 |         25 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/run/cubit/run_state.freezed.dart                       | Dart     |        101 |         14 |         27 |        142 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/run/view/run_page.dart                                 | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_cubit.dart                 | Dart     |         96 |         40 |         12 |        148 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_state.dart                 | Dart     |         44 |         22 |         19 |         85 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_state.freezed.dart         | Dart     |        267 |         14 |         30 |        311 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body.dart                         | Dart     |         67 |         31 |          7 |        105 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_loaded.dart                  | Dart     |         73 |          1 |          2 |         76 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_loading.dart                 | Dart     |          1 |          0 |          1 |          2 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_submitting.dart              | Dart     |          1 |          0 |          1 |          2 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_page.dart                         | Dart     |         33 |          3 |          5 |         41 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/statistics/cubit/stats_cubit.dart                      | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/statistics/cubit/stats_state.dart                      | Dart     |         13 |          6 |          6 |         25 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/statistics/cubit/stats_state.freezed.dart              | Dart     |        100 |         14 |         27 |        141 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/statistics/view/stats_page.dart                        | Dart     |         26 |          0 |          3 |         29 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/cubit/store_cubit.dart                           | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/cubit/store_state.dart                           | Dart     |         13 |          6 |          6 |         25 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/cubit/store_state.freezed.dart                   | Dart     |        100 |         14 |         27 |        141 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/background/cubit/background_cubit.dart | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/background/cubit/background_state.dart | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/background/views/background_page.dart  | Dart     |         49 |          2 |          5 |         56 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/clothing/cubit/clothing_cubit.dart     | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/clothing/cubit/clothing_statr.dart     | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/clothing/views/clothing_page.dart      | Dart     |         46 |          2 |          5 |         53 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/list_generator.dart                    | Dart     |        153 |          3 |          6 |        162 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/medals/cubit/medals_cubit.dart         | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/medals/cubit/medals_state.dart         | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/medals/views/medals_page.dart          | Dart     |         12 |          2 |          3 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/sub_views/sub_views_bucket.dart                  | Dart     |          4 |          0 |          1 |          5 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/store/view/store_page.dart                             | Dart     |         84 |          2 |          6 |         92 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/views_bucket.dart                                            | Dart     |          8 |          0 |          1 |          9 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_group/sign_up_form_group.dart                   | Dart     |         32 |         17 |          4 |         53 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_1.dart                       | Dart     |         55 |          5 |          5 |         65 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_2.dart                       | Dart     |         48 |          5 |          5 |         58 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_3.dart                       | Dart     |         44 |          4 |          4 |         52 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/advertisement/view/advertisement_page.dart                   | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_cubit.dart                                 | Dart     |         23 |          3 |          5 |         31 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_state.dart                                 | Dart     |         15 |          6 |          7 |         28 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_state.freezed.dart                         | Dart     |        125 |         14 |         27 |        166 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/view/login_page.dart                                   | Dart     |         56 |          5 |          4 |         65 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/widgets/form_group/login_form_group.dart               | Dart     |          8 |          5 |          3 |         16 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/widgets/form_widget/form_widget_1.dart                 | Dart     |         57 |          3 |          3 |         63 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/splash_page.dart                                             | Dart     |         12 |          2 |          3 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/parent/pages/home/cubit/home_cubit.dart                            | Dart     |         12 |          2 |          2 |         16 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/parent/pages/home/cubit/home_state.dart                            | Dart     |         16 |          6 |          5 |         27 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/parent/pages/home/cubit/home_state.freezed.dart                    | Dart     |        160 |         14 |         30 |        204 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/parent/pages/home/view/home_page.dart                              | Dart     |         53 |          4 |          5 |         62 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/utils/forms_interface.dart                                         | Dart     |          6 |          4 |          5 |         15 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/utils/pages_interface.dart                                         | Dart     |          0 |          0 |          2 |          2 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/buttons/buttons_with_icon.dart                             | Dart     |         64 |          7 |          4 |         75 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/constant_colors.dart                                       | Dart     |         22 |         17 |         17 |         56 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/constant_sizes.dart                                        | Dart     |          3 |          3 |          3 |          9 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/default_ui_elements.dart                                   | Dart     |         44 |          6 |          7 |         57 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_group/get_form_validators.dart                        | Dart     |          4 |          3 |          2 |          9 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_group/login_group.dart                                | Dart     |          8 |          2 |          2 |         12 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_inputs/form_gender_input.dart                         | Dart     |         67 |         12 |          9 |         88 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_inputs/form_input_controllers.dart                    | Dart     |         83 |         11 |         11 |        105 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_inputs/form_input_types.dart                          | Dart     |         13 |          0 |          1 |         14 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_inputs/form_number_inputs.dart                        | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/widgets/form_status.dart                                           | Dart     |         69 |        105 |         33 |        207 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/theme.dart                                                                      | Dart     |         87 |          5 |          3 |         95 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/main.dart                                                                                     | Dart     |         17 |          3 |          4 |         24 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/route_generator.dart                                                                          | Dart     |         51 |          9 |          4 |         64 |
| Total                                                                                                                                         |          |      8,302 |      1,380 |      1,343 |     11,025 |
+-----------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
